Date,Type,Country,Activity,Sex ,Age,Injury,Fatal (Y/N),Species,Fatality,Country_value,Sex_value
Reported 15-Jun-1981,Watercraft,ENGLAND,Fishing,M,,Minor injuries from shark that leapt aboard their boat,N,Thresher shark,0.0,28.0,0.0
24-May-81,Unprovoked,USA,"Scuba diving, reportedly also spearfishing",M,,"FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Y,,1.0,1.0,0.0
23-May-81,Unprovoked,SOUTH KOREA,Shell diving,F,27,FATAL,Y,White shark,1.0,58.0,1.0
20-May-81,Unprovoked,SOUTH AFRICA,Surfing,M,27,"Shark & board collided. No injury, but board was dented",N,Raggedtooth shark,0.0,3.0,0.0
19-May-81,Unprovoked,USA,Free diving,M,32,Massive tissue damage of left arm,N,,0.0,1.0,0.0
16-May-81,Unprovoked,USA,Diving,M,,Left arm bitten,N,Lemon shark,0.0,1.0,0.0
10-May-81,Unprovoked,SOUTH AFRICA,Surfing,M,19,"No Injury, board bitten",N,Raggedtooth shark,0.0,3.0,0.0
7-May-81,Provoked,NAMIBIA,Finning the shark that bit him,M,,Lacerations PROVOKED INCIDENT,N,,0.0,119.0,0.0
8-Mar-81,Sea Disaster,BERMUDA,Foundering of the Israeli freighter Mezada,,,Next day 2 bodies recovered from sharks,N,,0.0,35.0,
5-May-81,Unprovoked,SOUTH AFRICA,Surfing,M,24,"Left leg bitten, surgically amputated",N,Tiger shark,0.0,3.0,0.0
25-Mar-81,Unprovoked,USA,Standing / Wading,M,19,"Lacerations on calf, ankle & heel",N,Medium shark,0.0,1.0,0.0
24-Mar-81,Unprovoked,USA,Surfing,M,24,Puncture wounds on  right thigh,N,Blacktip shark,0.0,1.0,0.0
4-Mar-81,Unprovoked,CHILE,Free diving Spearfishing,M,,Foot & ankle bitten,N,White shark,0.0,56.0,0.0
19-Feb-81,Unprovoked,SOUTH AFRICA,Swimming,M,30,Foot lacerated,N,Small shark,0.0,3.0,0.0
16-Feb-81,Unprovoked,AUSTRALIA,Exercising his dog in the shallows,M,,Puncture wounds to foot,N,Hammerhead shark,0.0,2.0,0.0
2-Feb-81,Unprovoked,USA,Surfing,M,15,Lacerations & punctures in left calf & ankle,N,Hammerhead shark,0.0,1.0,0.0
Feb-81,Unprovoked,BRAZIL,Spearfishing,,,Left arm lacerated,N,,0.0,7.0,
30-Jan-81,Unprovoked,USA,Commercial spearfishing,M,25,3 small punctures in scalp & ripped nostril,N,Tiger shark,0.0,1.0,0.0
1981,Unprovoked,AUSTRALIA,Surf-skiing,M,27,"No injury, ski bitten",N,Tiger shark,0.0,2.0,0.0
Summer of 1981,Unprovoked,GREECE,"Free diving / spearfishing, ",M,,Minor injury,N,,0.0,29.0,0.0
12/30/1980,Unprovoked,SOUTH AFRICA,Paddleskiing,M,25,"No injury, paddleski bitten",N,Large shark,0.0,3.0,0.0
24-Nov-80,Unprovoked,REUNION,Spearfishing,M,22,Bitten twice,N,White shark,0.0,11.0,0.0
18-Nov-80,Unprovoked,AUSTRALIA,Swimming,M,,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N,,0.0,2.0,0.0
11-Nov-80,Unprovoked,BRAZIL,Swimming,M,16,FATAL,Y,,1.0,7.0,0.0
27-Oct-80,Unprovoked,USA,Surfing,M,29,Thigh lacerated,N,White shark,0.0,1.0,0.0
17-Oct-80,Unprovoked,USA,Surfing,M,19,No injury,N,White shark,0.0,1.0,0.0
Reported 22-Aug-1980,Unprovoked,MEXICO,Diving in tuna net,M,22,FATAL,Y,,1.0,8.0,0.0
Reported 03-Aug-1980,Unprovoked,USA,Wading,M,,Laceration to leg,N,Sand shark,0.0,1.0,0.0
10-Aug-80,Unprovoked,USA,Wading,F,10,Bitten behind knee & lower leg,N,,0.0,1.0,1.0
4-Aug-80,Unprovoked,USA,Resting on body board,M,,Torso bitten,N,Tiger shark,0.0,1.0,0.0
26-Jul-80,Unprovoked,SPAIN,Skin diving,M,,Thigh injured,N,Blue shark,0.0,17.0,0.0
27-Jul-80,Unprovoked,USA,Body surfing,M,15,Back bitten,N,,0.0,1.0,0.0
23-Jul-80,Unprovoked,USA,Standing,F,22,"No injury, shark bit her bathing suit",N,Medium shark,0.0,1.0,1.0
Late Jul-1980,Unprovoked,USA,Surfing,M,,"No injury, bumped off board",N,,0.0,1.0,0.0
Early Jul-1980,Unprovoked,USA,Surfing,M,,Lower leg bitten,N,,0.0,1.0,0.0
26-Jun-80,Provoked,USA,Scuba diving,F,44,Laceration to lower leg   PROVOKED INCIDENT,N,Blue shark,0.0,1.0,1.0
15-May-80,Unprovoked,SOUTH AFRICA,Surfing,M,22,"No injury, board bitten",N,Medium shark,0.0,3.0,0.0
25-Apr-80,Provoked,JAMAICA,Spearfishing,M,,Hand bitten by speared shark PROVOKED INCIDENT ,N,,0.0,24.0,0.0
22-Apr-80,Sea Disaster,PHILIPPINES,Sinking of the ferryboat Don Juan,,,FATAL x 2,Y,,1.0,12.0,
Apr-80,Unprovoked,MEXICO,Body surfing,F,13,Right calf bitten,N,Tiger shark,0.0,8.0,1.0
29-Mar-80,Unprovoked,SOUTH AFRICA,Free diving,M,52,FATAL,Y,Tiger shark,1.0,3.0,0.0
28-Mar-80,Unprovoked,BRAZIL,Swimming,M,,Right leg bitten,N,Small shark,0.0,7.0,0.0
15-Mar-80,Sea Disaster,PHILIPPINES,Sinking of the ferryboat Bongbong 1,F,,FATAL,Y,,1.0,12.0,1.0
11-Mar-80,Provoked,SOUTH AFRICA,Fishing,M,61,Leg lacerated by netted shark PROVOKED INCIDENT,N,Hammerhead shark,0.0,3.0,0.0
31-Jan-80,Unprovoked,SOUTH AFRICA,Body boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,White shark,0.0,3.0,0.0
25-Jan-80,Unprovoked,KENYA,Spearfishing,M,29,Ankle & foot lacerated,N,Large shark,0.0,50.0,0.0
15-Jan-80,Provoked,SOUTH AFRICA,Spearfishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,Zambesi shark,0.0,3.0,0.0
13-Jan-80,Unprovoked,SOUTH AFRICA,Swimming,M,,Abrasion,N,Hammerhead shark,0.0,3.0,0.0
10-Jan-80,Unprovoked,SOUTH AFRICA,Swimming,M,25,3 small punctures on arm,N,Raggedtooth shark,0.0,3.0,0.0
5-Jan-80,Unprovoked,CHILE,Hookah Diving,M,,FATAL  ,Y,White shark,1.0,56.0,0.0
Summer 1980,Provoked,NORTH ATLANTIC OCEAN,Gaffing netted shark,M,34,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,Dogfish,0.0,86.0,0.0
1980s ,Unprovoked,TONGA,Spearfishing,M,20s,Chest bitten,N,,0.0,31.0,0.0
21-Dec-79,Unprovoked,SOUTH AFRICA,Swimming,M,18,Shin lacerated,N,,0.0,3.0,0.0
5-Dec-79,Invalid,PORTUGAL,Spearfishing,M,19,FATAL,Y,White shark,1.0,95.0,0.0
 01-Dec-1979,Unprovoked,SOUTH CHINA SEA,Diving,M,32,Toothmarks on head & neck,N,Medium shark,0.0,172.0,0.0
27-Nov-79,Unprovoked,USA,Surfing,M,20,Multiple major Injuries,N,White shark,0.0,1.0,0.0
12-Nov-79,Provoked,SOUTH AFRICA,Shark fishing,,,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,White shark,0.0,3.0,
22-Oct-79,Provoked,SOUTH AFRICA,Fishing,M,,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,Raggedtooth shark,0.0,3.0,0.0
14-Sep-79,Unprovoked,AUSTRALIA,Scuba diving,M,18,Leg bitten,N,Small shark,0.0,2.0,0.0
28-Aug-79,Unprovoked,HONG KONG,Freedom swimming,M,21,"Leg severed, FATAL",Y,,1.0,26.0,0.0
26-Aug-79,Unprovoked,HONG KONG,,M,16,FATAL,Y,,1.0,26.0,0.0
5-Aug-79,Unprovoked,USA,Kayaking,M,49,Lacerations to foot,N,,0.0,1.0,0.0
3-Aug-79,Unprovoked,THAILAND,Murdered by Thai pirates,M,,FATAL,Y,,1.0,43.0,0.0
19-Jun-79,Sea Disaster,USA,Floating with life preserver after his boat foundered,M,56,Lacerations to leg,N,,0.0,1.0,0.0
5-May-79,Provoked,SOUTH AFRICA,Spearfishing,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,White shark,0.0,3.0,0.0
3-May-79,Unprovoked,SOUTH AFRICA,Scuba diving,M,,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,,1.0,3.0,0.0
May-79,Unprovoked,NEW CALEDONIA,Fishing,,,"Thigh severely injured, survived",N,,0.0,10.0,
May-79,Unprovoked,NEW CALEDONIA,,M,,FATAL,Y,Medium shark,1.0,10.0,0.0
8-Apr-79,Unprovoked,USA,Swimming,M,24,Right foot & ankle lacerated,N,,0.0,1.0,0.0
8-Apr-79,Unprovoked,USA,Body surfing,M,8,Right foot bitten,N,,0.0,1.0,0.0
24-Mar-79,Unprovoked,USA,Surfing,M,27,Foot & ankle bitten,N,Blacktip shark,0.0,1.0,0.0
11-Mar-79,Unprovoked,USA,Scuba diving (submerged),M,,"No injury, swim fin bitten",N,White shark,0.0,1.0,0.0
1-Mar-79,Watercraft,SOUTH AFRICA,,,,No Injury,N,,0.0,3.0,
Mar-79,Unprovoked,NEW CALEDONIA,Spearfishing,M,,"Presumed FATAL, body not recovered",Y,,1.0,10.0,0.0
21-Feb-79,Unprovoked,SOUTH AFRICA,"Surfing, collided with shark",M,19,Punctures on left thigh,N,Medium shark,0.0,3.0,0.0
1979,Unprovoked,USA,Fishing,M,,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y,,1.0,1.0,0.0
29-Dec-78,Unprovoked,AUSTRALIA,,M, ,Survived,N,,0.0,2.0,0.0
12-Dec-78,Unprovoked,SOUTH AFRICA,Spearfishing,M,23,"FATAL, legs bitten ",Y,White shark,1.0,3.0,0.0
26-Nov-78,Unprovoked,USA,Surfing,M,,Left arm bitten,N,Large shark,0.0,1.0,0.0
23-Nov-78,Unprovoked,USA,Surfing,M,17,Hand lacerated,N,,0.0,1.0,0.0
27-Sep-78,Unprovoked,SOUTH AFRICA,Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,White shark,0.0,3.0,0.0
16-Sep-78,Unprovoked,ITALY,Diving,M,,No injury,N,White shark,0.0,13.0,0.0
3-Sep-78,Unprovoked,USA,,M,28,Minor cuts to foot,N,Blue shark,0.0,1.0,0.0
Reported 02-Sep-1978,Unprovoked,AUSTRALIA,Scuba diving for abalone,M,34,Several broken ribs,N,Large shark,0.0,2.0,0.0
5-Aug-78,Unprovoked,USA,Wading,M,,Punctures on leg (minor injury),N,Medium shark,0.0,1.0,0.0
Reported 01-Aug-1978,Unprovoked,USA,Floating on inner tube raft,M,27,Minor injury to ankle,N,,0.0,1.0,0.0
27-Jul-78,Sea Disaster,USA,"Explosion destroyed 28' boat, survivors in the water ",M,39,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,,0.0,1.0,0.0
19-Jul-78,Provoked,USA,Fishing,M,27,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,,0.0,1.0,0.0
21-Jun-78,Unprovoked,USA,Surfing,M,20,Foot bitten,N,,0.0,1.0,0.0
21-Jun-78,Unprovoked,USA,Surfing,M,17,Foot nipped,N,,0.0,1.0,0.0
2-Apr-78,Unprovoked,MARSHALL ISLANDS,Diving,M,25,Laceration to left hand,N,,0.0,42.0,0.0
2-Apr-78,Unprovoked,MARSHALL ISLANDS,Diving,M,23,Lacerations to right forearm ,N,,0.0,42.0,0.0
Apr-1978`,Unprovoked,AUSTRALIA,Scuba diving,M,,Thigh bitten,N,Seven gill shark,0.0,2.0,0.0
5-Mar-78,Watercraft,SOUTH AFRICA,,,,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,,0.0,3.0,
28-Feb-78,Unprovoked,SOUTH AFRICA,Fishing for mackerel,,,"Shark jumped in boat, but no injury to occupants",N,Large shark,0.0,3.0,
19-Feb-78,Unprovoked,SOUTH AFRICA,Diving,M,,"No injury, rammed by shark",N,White shark,0.0,3.0,0.0
7-Jan-78,Unprovoked,SOUTH AFRICA,Surfing,M,17,"Left leg, ankle & foot bitten",N,Blacktip shark,0.0,3.0,0.0
1978,Unprovoked,USA,Surfing,F,,Foot bitten,N,,0.0,1.0,1.0
1978,Unprovoked,VANUATU,Swimming,F,,FATAL,Y,,1.0,36.0,1.0
31-Dec-77,Sea Disaster,USA,"Swimming, after single-engine aircraft went down in the sea",M,49,Feet lacerated,N,,0.0,1.0,0.0
19-Dec-77,Unprovoked,USA,Surfing,M,27,Laceration to right hand,N,,0.0,1.0,0.0
19-Dec-77,Unprovoked,SOUTH AFRICA,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,Tiger shark,0.0,3.0,0.0
Dec-77,Watercraft,SOUTH AFRICA,Fishing for bottom fish,,,No injury to occupant: shark bit boat's port chine,N,White shark,0.0,3.0,
12-Nov-77,Provoked,SOUTH AFRICA,Standing,M,,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,Medium shark,0.0,3.0,0.0
30-Oct-77,Unprovoked,SOUTH AFRICA,Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,White shark,0.0,3.0,0.0
31-Aug-77,Unprovoked,AUSTRALIA,Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",N,White shark,0.0,2.0,0.0
23-Aug-77,Unprovoked,AUSTRALIA,Floating on an inflatable raft,M,25,"FATAL, left arm severed, legs bitten ",Y,,1.0,2.0,0.0
19-Aug-77,Watercraft,SOUTH AFRICA,Fishing,M,,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,White shark,0.0,3.0,0.0
14-Aug-77,Unprovoked,USA,Free diving for abalone (surfacing),M,20,Leg lacerated,N,White shark,0.0,1.0,0.0
2-Jul-77,Sea Disaster,USA,40' fishing boat sank,M,21,Laceration to right hand,N,,0.0,1.0,0.0
26-Jun-77,Provoked,USA,Spearfishing / Scuba diving,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Bull shark,0.0,1.0,0.0
6-Jun-77,Unprovoked,USA,Collecting fish from net,M,25,Lacerations to wrist,N,Bull shark,0.0,1.0,0.0
26-May-77,Watercraft,SOUTH AFRICA,Fishing for yellowtail,M,,Lombard's thigh was lacerated by shark that leapt into boat ,N,Mako shark,0.0,3.0,0.0
26-Apr-77,Unprovoked,AUSTRALIA,,M,,Survived,N,,0.0,2.0,0.0
21-Apr-77,Unprovoked,USA,Swimming,M,,Arm bitten,N,Small shark,0.0,1.0,0.0
17-Mar-77,Unprovoked,SOUTH AFRICA,Swimming,M,31,Right foot bitten,N,,0.0,3.0,0.0
13-Mar-77,Sea Disaster,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,32,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,,0.0,2.0,0.0
13-Mar-77,Sea Disaster,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,74,FATAL,Y,,1.0,2.0,0.0
13-Mar-77,Sea Disaster,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,45,FATAL,Y,,1.0,2.0,0.0
26-Feb-77,Unprovoked,AUSTRALIA,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,Large shark,0.0,2.0,0.0
Feb-77,Unprovoked,NEW CALEDONIA,,,,Face & thorax bitten,N,,0.0,10.0,
Jan-77,Unprovoked,MEXICO,Swimming,M,,"FATAL, left leg severed, neck cut  ",Y,,1.0,8.0,0.0
29-Dec-76,Unprovoked,AUSTRALIA,,M,,Survived,N,,0.0,2.0,0.0
18-Dec-76,Unprovoked,USA,"Diving for abalone (Hookah, submerged)",M,29,Buttocks & hip bitten,N,White shark,0.0,1.0,0.0
27-Nov-76,Unprovoked,SOUTH AFRICA,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,Torso bitten,N,White shark,0.0,3.0,0.0
25-Nov-76,Unprovoked,USA,Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,Medium shark,0.0,1.0,0.0
Nov-76,Provoked,SOUTH AFRICA,Fishing for white shark,,,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N,White shark,0.0,3.0,
27-Oct-76,Watercraft,SOUTH AFRICA,Boat,,,"No injury to occupants, shark leapt on bow of boat",N,White shark,0.0,3.0,
18-Oct-76,Unprovoked,USA,Surfing,M,25,Leg bitten ,N,White shark,0.0,1.0,0.0
6-Oct-76,Unprovoked,SOUTH AFRICA,Surfing,M,20,Left thigh lacerated,N,White shark,0.0,3.0,0.0
22-Sep-76,Sea Disaster,NEW CALEDONIA,Shipwreck,,,It was believed that survivors were killed by sharks,N,,0.0,10.0,
19-Sep-76,Unprovoked,AUSTRALIA,"Skindiving,",M,27,"Right leg bitten below the knee, left ankle & foot lacerated",N,Large shark,0.0,2.0,0.0
17-Sep-76,Sea Disaster,HONG KONG,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,,"FATAL, right leg bitten",Y,,1.0,26.0,0.0
12-Sep-76,Unprovoked,USA,Swimming,M,16,FATAL,Y,,1.0,1.0,0.0
12-Sep-76,Unprovoked,USA,Swimming,M,,FATAL,Y,,1.0,1.0,0.0
6-Sep-76,Unprovoked,USA,Surfing,M,15,Laceration to left lower leg,N,Tiger shark,0.0,1.0,0.0
26-Aug-76,Unprovoked,USA,"Surfing, fell off surfboard",M,23,Right ankle & foot lacerated,N,,0.0,1.0,0.0
24-Aug-76,Unprovoked,USA,Surfing,M,19,"No injury, board bitten",N,White shark,0.0,1.0,0.0
24-Jul-76,Unprovoked,USA,Spearfishing,M,24,Lacerations to forearms,N,,0.0,1.0,0.0
21-Jul-76,Unprovoked,USA,Playing,M,10,Leg bitten,N,,0.0,1.0,0.0
16-Jul-76,Unprovoked,USA,Scuba diving,M,18,"FATAL, disappeared while diving, lower portion of body recovered",Y,,1.0,1.0,0.0
12-Jul-76,Unprovoked,USA,Spearfishing,M,23,"""lost part of a finger""",N,Medium shark,0.0,1.0,0.0
23-Jun-76,Unprovoked,USA,Skindiving,M,17,Lacerations to right arm,N,Large shark,0.0,1.0,0.0
10-Jun-76,Unprovoked,USA,Swimming,M,,Leg & foot bitten,N,Medium shark,0.0,1.0,0.0
Reported 02-Jun-1976,Provoked,ITALY,Fishing,M,46,Shark rammed boat PROVOKED INCIDENT,N,Blue shark,0.0,13.0,0.0
1-Jun-76,Watercraft,AUSTRALIA,Sitting in bow of her father's 5 m boat,F,,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,Medium shark,0.0,2.0,1.0
2-May-76,Watercraft,SOUTH AFRICA,Competing in a light tackle game fishing,,,"Shark following hooked fish, rammed & holed boat",N,Mako shark,0.0,3.0,
12-Mar-76,Unprovoked,USA,Standing,M,21 or 26,Lacerations to left leg,N,,0.0,1.0,0.0
12-Mar-76,Watercraft,SOUTH AFRICA,Fishing,,,"No injury to occupants, shark buckled prop shaft",N,Whale shark,0.0,3.0,
9-Mar-76,Watercraft,SOUTH AFRICA,,,,Shark breached hull of boat,N,White shark,0.0,3.0,
2-Mar-76,Watercraft,SOUTH AFRICA,,,,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",N,White shark,0.0,3.0,
3-Feb-76,Watercraft,SOUTH AFRICA,Shark watching,,,"No injury to occupants, shark rammed bow, driving its head into the hull",N,White shark,0.0,3.0,
13-Jan-76,Provoked,SOUTH AFRICA,Shark fishing,,,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N,Large shark,0.0,3.0,
12-Jan-76,Unprovoked,AUSTRALIA,,F,,Survived,N,,0.0,2.0,1.0
11-Jan-76,Provoked,SOUTH AFRICA,Fishing for snoek & yellowtail,,,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,White shark,0.0,3.0,
8-Jan-76,Unprovoked,USA,Spearfishing / scuba diving,M,25,Puncture wounds to head & neck,N,Medium shark,0.0,1.0,0.0
2-Jan-76,Unprovoked,NEW ZEALAND,Spearfishing,M,,FATAL,Y,Bronze whaler shark,1.0,5.0,0.0
1976,Unprovoked,USA,Scuba diving,M,,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y,,1.0,1.0,0.0
29-Dec-75,Watercraft,AUSTRALIA,Attempting to drive shark away from the beach,,,"No injury, shark charged & rammed boat several times",N,Large shark,0.0,2.0,
6-Dec-75,Unprovoked,USA,Scuba diving & spearfishing,M,27,Leg bitten,N,White shark,0.0,1.0,0.0
2-Dec-75,Provoked,AUSTRALIA,Filming & feeding captive sharks,M,35,Tooth mark in left elbow PROVOKED INCIDENT,N,Nurse shark,0.0,2.0,0.0
19-Nov-75,Unprovoked,AUSTRALIA,Standing,M,20,Laceration to posterior thigh,N,Medium shark,0.0,2.0,0.0
19-Nov-75,Unprovoked,SOUTH AFRICA,Standing,M,33,Left foot lacerated,N,Dusky shark,0.0,3.0,0.0
7-Nov-75,Unprovoked,AUSTRALIA,,M,,Puncture wounds in hand,N,,0.0,2.0,0.0
2-Nov-75,Unprovoked,USA,Surfing,M,18,Foot bitten,N,Medium shark,0.0,1.0,0.0
12-Oct-75,Unprovoked,AUSTRALIA,Surfing,M,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,Bronze whaler shark,0.0,2.0,0.0
Sep-75,Unprovoked,SOUTH AFRICA,Paddleskiing,M,21,Right foot & ankle lacerated,N,Small shark,0.0,3.0,0.0
17-Aug-75,Unprovoked,SOUTH AFRICA,Surfing,M,19,Left leg & surfboard bitten,N,White shark,0.0,3.0,0.0
12-Aug-75,Unprovoked,USA,Floating on a small orange raft ,M,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,Medium shark,0.0,1.0,0.0
9-Aug-75,Unprovoked,USA,Free diving for abalone,M,44,"Shoulder, arm & hand lacerated",N,White shark,0.0,1.0,0.0
4-Aug-75,Unprovoked,HONG KONG,Freedom swimming,M,24,"Leg bitten, surgically amputated",N,,0.0,26.0,0.0
30-Jul-75,Sea Disaster,USA,Sea disaster,F,62,"FATAL, arms & legs bitten",Y,,1.0,1.0,1.0
30-Jul-75,Unprovoked,AUSTRALIA,Diving for abalone (Scuba),M,37,FATAL,Y,White shark,1.0,2.0,0.0
26-Jul-1975.b,Unprovoked,USA,Free diving,M,24,Forearms lacerated,N,,0.0,1.0,0.0
26-Jul-75,Unprovoked,AUSTRALIA,Surfing,M,21,Buttocks & leg bitten,N,Large shark,0.0,2.0,0.0
23-Jul-75,Unprovoked,USA,"Diving for abaone (Scuba, but at surface)",M,23,Legs bitten,N,White shark,0.0,1.0,0.0
19-Jul-75,Unprovoked,USA,Diving for abalone (Hookah),M,34,"No injury, swim fin torn",N,White shark,0.0,1.0,0.0
15-Jul-75,Unprovoked,USA,Swimming,F,14,Arm lacerated,N,Small shark,0.0,1.0,1.0
5-Jul-75,Provoked,AUSTRALIA,Spearfishing,M,29,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,Bronze whaler shark,0.0,2.0,0.0
4-Jul-75,Unprovoked,USA,Surfing,M,16,"Foot bitten, tendons damaged",N,,0.0,1.0,0.0
23-Jun-75,Unprovoked,USA,Swimming ,M,18,Lacerations to right foot,N,Small shark,0.0,1.0,0.0
23-Jun-75,Unprovoked,USA,Standing,F,15,Hand & wrist bitten,N,,0.0,1.0,1.0
15-Jun-75,Unprovoked,USA,Swimming near his boat,M,27,Left leg bitten,N,,0.0,1.0,0.0
Reported 02-Jun-1975,Unprovoked,USA,Surfing,M,20,"No injury, board bumped",N,,0.0,1.0,0.0
Jun-75,Provoked,USA,,M,,Slightly injured when he stepped on a shark PROVOKED INCIDENT,N,,0.0,1.0,0.0
25-May-75,Unprovoked,USA,Surfing,M,17,Right foot bitten,N,,0.0,1.0,0.0
20-May-75,Unprovoked,USA,Bathing,F,10,Leg bitten,N,,0.0,1.0,1.0
5-Apr-75,Unprovoked,SOUTH AFRICA,Spearfishing Competition,M,,"No injury, rammed by shark",N,White shark,0.0,3.0,0.0
18-Mar-75,Unprovoked,AUSTRALIA,,F,,Hand bitten,N,,0.0,2.0,1.0
16-Mar-75,Unprovoked,USA,Floating in inner tube,M,14,Left leg & foot bitten,N,Large shark,0.0,1.0,0.0
13-Mar-75,Provoked,AUSTRALIA,Diving & force-feeding the shark,,18,Laceration to thigh by captive shark PROVOKED INCIDENT,N,Bronze whaler shark,0.0,2.0,
9-Mar-75,Provoked,SOUTH AFRICA,Attempting to drag hooked shark ashore by its tail,M,,Left leg bitten  PROVOKED INCIDENT,N,Medium shark,0.0,3.0,0.0
Mar-75,Sea Disaster,BANGLADESH,Ferry capsized,,,"FATAL, of 190 passengers & crew thrown into the water, 50 people were said to have been killed by sharks",Y,,1.0,174.0,
23-Feb-75,Unprovoked,SOUTH AFRICA,Surfing,M,16,Foot severed,N,Medium shark,0.0,3.0,0.0
Reported 14-Feb-1975,Watercraft,SOUTH AFRICA,,,,Shark bit rudder & hull,N,Mako shark,0.0,3.0,
10-Feb-75,Unprovoked,AUSTRALIA,Swimming underwater from crayfish cage to a fishing bait,M,12,Right leg  severed FATAL,Y,White shark,1.0,2.0,0.0
9-Feb-75,Unprovoked,AUSTRALIA,Crayfishing,M,45,Puncture wounds to right shoulder,N,Carpet shark,0.0,2.0,0.0
7-Feb-75,Unprovoked,AUSTRALIA,,M,,Survived,N,,0.0,2.0,0.0
1-Feb-75,Provoked,SOUTH AFRICA,Fishing,M,12,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,Copper shark,0.0,3.0,0.0
19-Jan-75,Unprovoked,AUSTRALIA,Surfing,M,17,"FATAL, body not recovered",Y,,1.0,2.0,0.0
1975,Unprovoked,BERMUDA,Spearfishing,M,25,Laceration to right ankle,N,Blue shark,0.0,35.0,0.0
1975,Unprovoked,REUNION,,M,,FATAL,Y,,1.0,11.0,0.0
21-Dec-74,Watercraft,AUSTRALIA,Fishing,M,,No injury to occupant,N,White shark,0.0,2.0,0.0
12-Dec-74,Unprovoked,AUSTRALIA,,,32,Survived,N,,0.0,2.0,
1-Nov-74,Unprovoked,USA,Standing,M,24,Laceration to foot,N,,0.0,1.0,0.0
28-Sep-74,Unprovoked,USA,Surfing,M,17,"Thigh, lower back and surfboard bitten",N,White shark,0.0,1.0,0.0
14-Sep-74,Unprovoked,USA, Diving for abalone (Hookah),M,29,Major injuries,N,White shark,0.0,1.0,0.0
7-Sep-74,Unprovoked,ISRAEL,Swimming,F,20,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,Mako shark,0.0,66.0,1.0
2-Sep-74,Unprovoked,USA,Scuba diving (but on surface),M,41,Minor injuries to hand,N,White shark,0.0,1.0,0.0
2-Sep-74,Unprovoked,USA,Scuba diving (but on surface),M,48,Minor bite on foot & swimfin,N,White shark,0.0,1.0,0.0
